iteration,games_started,avg_loss,avg_game_length,wins,draws,nodes_expanded,avg_illegal_prob,acpl
204,10673,3.6517222,96.689354,10289,128,514640691,0.0221745631149508,0.0
205,10678,3.649123,96.688736,10294,128,514817842,0.0192920700512411,0.0
206,10682,3.641437,96.69077,10297,129,514979149,0.018343678744203,0.0
207,10685,3.6384141,96.685875,10299,130,515140492,0.0183248697321239,0.0
208,10689,3.6366336,96.680916,10303,130,515301491,0.0175163439363437,0.0
209,10693,3.6527073,96.68037,10307,130,515452168,0.0165689863185501,0.0
210,10697,3.6448972,96.68001,10311,130,515596822,0.0145583361264287,0.0
211,10698,3.6376417,96.67947,10312,130,515742703,0.0164198477993859,0.0
212,10701,3.6202946,96.678604,10315,130,515887706,0.01811665648133,0.0
213,10705,3.6329203,96.68073,10319,130,516032451,0.0157558147201046,0.0
214,10708,3.6324618,96.674324,10321,131,516177581,0.0163522458858282,0.0
215,10710,3.6372807,96.67218,10323,131,516324212,0.0171405981313009,0.0
216,10715,3.638149,96.67129,10327,132,516468321,0.0159333134983665,0.0
217,10719,3.613001,96.65861,10331,132,516605371,0.0138537683781014,0.0
218,10720,3.6387634,96.66313,10332,132,516735415,0.016429920218389,0.0
219,10724,3.6361716,96.66001,10336,132,516863931,0.0136200371607938,0.0
220,10725,3.6215613,96.66253,10337,132,516993611,0.0158580580264387,0.0
221,10987,3.439341,28.833334,10343,132,521169723,0.3523260615980684,0.0
222,11047,3.90271,51.545456,10403,132,525100500,0.4752382543491008,0.0
223,10987,3.3271997,30.166666,10343,132,521177231,0.3075983364930685,0.0
224,11041,3.846762,49.866665,10397,132,525160079,0.4708531851905453,0.0
225,11141,3.9701343,66.21875,10497,132,528944199,0.4400641907226822,0.0
226,11224,4.0784764,75.19341,10580,132,532734087,0.4583064866703191,0.0
227,11308,4.115666,79.5841,10664,132,536538435,0.4610227454665657,0.0
228,11412,4.082513,83.2645,10768,132,540295827,0.4390279373609027,0.0
229,11495,4.0407395,84.17704,10851,132,544107818,0.4310100185013553,0.0
230,11599,4.00873,86.14078,10955,132,547913618,0.4245785815286831,0.0
231,11674,3.9915237,87.2987,11030,132,551785394,0.4309470997554851,0.0
232,11778,3.9123788,87.56336,11134,132,555617055,0.397945076590328,0.0
233,11869,3.8583138,87.44482,11225,132,559474765,0.3846710652789165,0.0
234,11964,3.8449473,87.884026,11320,132,563317800,0.3936091083692839,0.0
235,12053,3.8096592,88.00746,11409,132,567155769,0.3770136352992623,0.0
236,12144,3.7877896,88.54342,11499,133,570973868,0.3754813257634891,0.0
237,12234,3.7729948,87.8747,11589,133,574832803,0.3829667534344328,0.0
238,12326,3.7379327,87.76505,11680,134,578655956,0.3640196274754588,0.0
239,12417,3.7350042,88.354454,11771,134,582471837,0.3726827637788955,0.0
240,12510,3.6893268,88.40942,11863,135,586346291,0.3491542691752475,0.0
241,12589,3.694435,88.654854,11942,135,590213103,0.3629831693441056,0.0
242,12672,3.6814976,88.99409,12025,135,594050487,0.3689863720923035,0.0
243,12781,3.6446276,89.16556,12134,135,597847193,0.3421940939284373,0.0
244,12871,3.613406,89.313225,12224,135,601704531,0.3298807987729398,0.0
245,12958,3.6178465,89.07385,12311,135,605605586,0.3455468760187938,0.0
246,13055,3.5889945,89.199135,12407,136,609459007,0.3236857415668872,0.0
247,13137,3.587951,89.51577,12489,136,613296083,0.3404057788606888,0.0
248,13244,3.5497522,89.46885,12595,137,617148133,0.3164781569948148,0.0
249,13334,3.5243638,89.361664,12685,137,620976924,0.308806385525541,0.0
250,13424,3.495124,89.302086,12775,137,624854594,0.2946652633008795,0.0
251,13531,3.465587,89.00863,12882,137,628716877,0.2851894489227967,0.0
252,13623,3.4909182,89.03634,12974,137,632565909,0.3108100414786022,0.0
253,13713,3.463326,89.027084,13064,137,636394531,0.2968942323661802,0.0
254,13799,3.4558437,89.100075,13150,137,640239643,0.2974640587228445,0.0
